client_id,age,sexe,pays_residence,nationalite,secteur_activite,type_compte,revenu_annuel,solde_moyen,anciennete_compte,est_ppe,pays_risque,profil_risque,score_risque_reel,date_ouverture,nb_comptes_lies,litige_anterieur,kyc_valide
90E59F9C3901,40,M,Russie,Libye,Industrie,Professionnel,45163,75210,11,False,True,suspect,2,2015-04-05,1,False,False
7EF4773A3FBB,20,M,Maroc,Tunisie,Arts,Courant,29396,42065,23,False,False,normal,0,2003-04-08,4,False,True
D7474FB131A8,39,M,Canada,Mexique,Agriculture,Épargne,31053,29916,14,False,False,normal,0,2012-04-05,0,False,True
E55E239EADDC,45,M,Yémen,Syrie,Transport,Courant,42515,16555,1,False,True,suspect,2,2025-04-02,0,False,True
4428E9B1F479,47,F,Australie,Colombie,Technologie,Professionnel,38280,45400,9,False,False,vigilance,1,2017-04-04,1,False,True
7343E19C79F2,70,M,Venezuela,Venezuela,Sans emploi,Professionnel,12881,7595,23,False,True,suspect,2,2003-04-08,0,False,True
32EF6EE75F7B,58,F,Vietnam,Inde,Retraité,Joint,31514,24382,5,True,False,ppe,2,2021-04-03,2,False,False
89CFD44BFA4E,36,F,Vietnam,Allemagne,Finance,Professionnel,49011,35724,6,False,False,vigilance,1,2020-04-03,2,False,True
0C60CB57FEFF,44,F,Vietnam,Vietnam,Sans emploi,Épargne,12585,7228,16,False,True,vigilance,1,2010-04-06,3,False,True
FCD259371582,36,F,Égypte,Égypte,Finance,Courant,73452,55847,25,False,False,normal,0,2001-04-08,2,False,False
C4C053B82459,66,M,Allemagne,Brésil,Indépendant,Courant,49542,35540,15,False,False,vigilance,1,2011-04-06,1,False,False
3F3EA45C66DD,40,F,Suisse,Pays-Bas,Conseil,Épargne,55816,39531,27,False,False,normal,0,1999-04-09,2,False,True
0E0A451ADD23,64,M,Inde,Pays-Bas,Finance,Professionnel,69455,68253,26,True,False,ppe,2,2000-04-08,4,False,False
324B767A0083,78,M,Suisse,Suède,Conseil,Joint,68741,68504,17,False,False,normal,0,2009-04-06,1,False,True
A8640BF5DE68,63,F,Syrie,Libye,Immobilier,Professionnel,62349,30989,27,False,True,suspect,2,1999-04-09,1,False,True
9042DA81FA8C,43,F,Russie,Yémen,Agriculture,Joint,25555,20297,24,False,True,suspect,2,2002-04-08,1,True,False
7C4FC7F3A210,59,M,Allemagne,Pays-Bas,Sans emploi,Joint,10476,12553,22,True,False,ppe,2,2004-04-07,1,False,True
055AB97A716E,54,F,Soudan,Brésil,Finance,Courant,62750,32927,19,True,True,suspect,2,2007-04-07,2,False,False
C0D0A1D20956,46,M,Canada,Suède,Éducation,Professionnel,41657,40414,1,False,False,normal,0,2025-04-02,1,False,True
192254C3CC04,60,M,Turquie,Mexique,Défense,Professionnel,38717,30234,21,False,False,normal,0,2005-04-07,2,False,True
9C14CBB33742,48,M,Australie,Colombie,Technologie,Joint,88824,70256,5,True,False,normal,0,2021-04-03,2,False,False
D507AF87D293,48,M,Suède,Pays-Bas,Technologie,Courant,62500,0,8,False,False,vigilance,1,2018-04-04,0,False,True
769FB42B2AC0,61,M,Corée du Nord,Afghanistan,Finance,Épargne,61500,47080,3,False,True,suspect,2,2023-04-03,0,False,False
80468195A8F0,57,M,Brésil,Pays-Bas,Sans emploi,Épargne,9596,6597,15,False,False,normal,0,2011-04-06,3,False,False
B3B51CEFC556,33,M,Suède,Égypte,Industrie,Professionnel,51194,59889,21,False,False,normal,0,2005-04-07,0,False,True
71BDFB76A5CF,56,F,Colombie,Allemagne,Agriculture,Épargne,40871,38548,7,False,False,normal,0,2019-04-04,4,False,True
708A0B023836,41,F,France,Brésil,Défense,Professionnel,60646,53310,11,False,False,vigilance,1,2015-04-05,2,False,False
7B239260645F,18,M,Royaume-Uni,Mexique,Industrie,Professionnel,37043,32665,7,False,False,normal,0,2019-04-04,0,False,True
9572CB174270,52,M,Égypte,Maroc,Retraité,Courant,20873,12658,5,False,False,normal,0,2021-04-03,3,False,True
4F964DC50075,37,M,Royaume-Uni,Japon,Indépendant,Courant,46391,26466,14,False,False,vigilance,1,2012-04-05,3,False,True
32DA4760A20A,50,M,Égypte,Turquie,Technologie,Professionnel,60456,51267,1,True,False,ppe,2,2025-04-02,1,False,True
E3F8ADEC4357,64,F,Suisse,Brésil,Défense,Professionnel,45529,6035,4,False,False,normal,0,2022-04-03,4,False,True
A682F30ADF35,41,M,Colombie,Turquie,Santé,Épargne,34381,55033,16,False,False,vigilance,1,2010-04-06,4,False,True
3E64C64CDFAB,18,M,Colombie,Allemagne,Santé,Joint,56523,9577,28,False,False,normal,0,1998-04-09,2,False,False
6FA5144EE5BE,32,F,Brésil,Suisse,Immobilier,Courant,73970,82166,8,False,False,normal,0,2018-04-04,0,False,True
514D99A96178,80,F,Colombie,Maroc,Santé,Professionnel,54940,49680,13,False,False,normal,0,2013-04-05,1,True,True
2A50CEE1341B,65,F,Maroc,Vietnam,Retraité,Épargne,23877,30302,8,False,False,vigilance,1,2018-04-04,2,False,True
7E2B12874357,42,F,Iran,Iran,Immobilier,Joint,32080,28682,21,True,True,fraudeur,3,2005-04-07,4,False,True
4D3421ECCFDF,44,F,Japon,Royaume-Uni,Éducation,Courant,26678,33729,2,False,False,vigilance,1,2024-04-02,1,False,True
5AEE93906E8E,55,F,Royaume-Uni,Royaume-Uni,Technologie,Courant,59436,58890,17,False,False,vigilance,1,2009-04-06,1,False,True
565B120CB771,62,F,Mexique,Inde,Conseil,Professionnel,55845,16016,24,False,False,normal,0,2002-04-08,2,False,True
6C4BF6EE8C93,28,F,Pays-Bas,Pays-Bas,Éducation,Professionnel,40672,9891,15,False,False,normal,0,2011-04-06,1,False,True
22AFB47ED8CB,69,M,Canada,Australie,Sans emploi,Professionnel,14032,18087,10,False,False,normal,0,2016-04-04,4,False,True
08F62D5AB60F,34,F,Maroc,Inde,Conseil,Épargne,52150,37624,6,False,False,normal,0,2020-04-03,1,False,True
D781BD9DA6C7,26,F,Japon,Royaume-Uni,Commerce,Professionnel,43529,35727,27,False,True,normal,0,1999-04-09,0,False,True
D5E99B6DC2A4,47,M,Pays-Bas,Maroc,Défense,Joint,46743,18043,28,True,False,ppe,2,1998-04-09,2,False,False
84BABB617C6F,61,M,Mexique,Canada,Transport,Professionnel,41414,38870,6,False,False,vigilance,1,2020-04-03,2,True,True
6F59C221E8E8,49,F,Maroc,Allemagne,Transport,Courant,28902,27785,29,False,False,normal,0,1997-04-09,0,False,False
CA6D63FE2983,68,F,Égypte,Égypte,Santé,Joint,61081,23457,13,False,False,vigilance,1,2013-04-05,1,False,True
D7F5AC35F294,19,M,Japon,Vietnam,Défense,Professionnel,42011,65772,26,False,False,normal,0,2000-04-08,1,False,True
5AE7F83D72CA,71,M,Mexique,Colombie,Arts,Joint,32872,32815,30,True,False,ppe,2,1996-04-09,5,False,True
4BBDA9CCB02C,76,M,Turquie,Australie,Retraité,Joint,29306,37359,1,False,False,vigilance,1,2025-04-02,1,True,True
54349E81273D,60,M,Maroc,Pays-Bas,Santé,Professionnel,66334,22650,11,True,False,ppe,2,2015-04-05,0,False,True
D7D5EF4E1516,67,F,Suède,Royaume-Uni,Technologie,Professionnel,72061,50374,28,False,False,normal,0,1998-04-09,4,False,True
8785F537CFBC,64,F,Canada,Tunisie,Transport,Épargne,43326,13385,26,False,False,normal,0,2000-04-08,5,False,True
1D772290DE38,42,M,Canada,Canada,Industrie,Courant,38615,31132,24,False,False,vigilance,1,2002-04-08,1,False,False
2DC52328874C,44,M,Iran,Venezuela,Immobilier,Courant,76496,35281,30,False,True,fraudeur,3,1996-04-09,3,True,False
043C10613510,28,F,Tunisie,Inde,Sans emploi,Courant,15940,19190,29,False,False,normal,0,1997-04-09,2,False,True
AE7CEA8A21B0,21,M,France,Brésil,Transport,Joint,35413,44282,15,False,False,normal,0,2011-04-06,1,False,True
0229CF1B1165,66,F,Afghanistan,Iran,Sans emploi,Courant,9223,1723,8,False,True,suspect,2,2018-04-04,2,False,False
6402358FFEB7,74,M,Canada,Tunisie,Transport,Joint,44689,45831,6,False,False,normal,0,2020-04-03,3,False,True
F14B40D61020,24,F,Allemagne,Égypte,Immobilier,Professionnel,66803,60956,7,False,False,vigilance,1,2019-04-04,2,True,True
990A2672EE42,27,F,Vietnam,Royaume-Uni,Santé,Professionnel,48111,49132,12,False,False,vigilance,1,2014-04-05,0,False,True
E0BA8927C9AE,80,F,Maroc,Mexique,Technologie,Joint,39684,30186,16,False,False,normal,0,2010-04-06,1,False,True
40C26D5E75D9,41,F,Mexique,Inde,Finance,Joint,67338,91364,15,False,False,normal,0,2011-04-06,2,False,True
B5005E616151,66,F,Tunisie,Suisse,Immobilier,Épargne,51001,8429,26,True,False,ppe,2,2000-04-08,0,False,True
50EA749A9354,54,F,Vietnam,Royaume-Uni,Défense,Joint,53280,21986,8,False,False,vigilance,1,2018-04-04,1,False,False
141B7A843C5F,57,M,Venezuela,Colombie,Finance,Épargne,57182,53059,4,False,True,suspect,2,2022-04-03,1,False,True
58B64FCED63E,30,F,Brésil,Tunisie,Conseil,Courant,54783,55933,21,False,False,vigilance,1,2005-04-07,2,False,False
A6411C52BF5A,68,F,France,Pays-Bas,Indépendant,Joint,45964,39330,20,False,False,vigilance,1,2006-04-07,3,False,False
9E92385FF1D0,54,F,Pays-Bas,Brésil,Arts,Professionnel,30797,8667,4,False,False,normal,0,2022-04-03,3,False,True
9F023D60F183,57,M,Suède,Mexique,Retraité,Professionnel,27586,14335,22,False,True,normal,0,2004-04-07,2,False,True
511A9848C690,70,F,Tunisie,Vietnam,Arts,Courant,24228,22086,10,False,False,vigilance,1,2016-04-04,3,False,True
5FB7C9ECC9E4,64,M,Soudan,Myanmar,Transport,Épargne,39436,38076,20,False,True,suspect,2,2006-04-07,1,False,True
62F6D66BFAD3,70,M,Turquie,Maroc,Santé,Joint,50438,37384,17,False,False,vigilance,1,2009-04-06,2,False,True
EB2053697488,71,F,Australie,Allemagne,Santé,Professionnel,64594,8130,8,False,False,normal,0,2018-04-04,2,False,True
AF6647D33085,45,F,Tunisie,Turquie,Commerce,Joint,31892,46423,12,True,False,ppe,2,2014-04-05,4,False,False
702FC728466C,54,M,France,Canada,Santé,Épargne,53026,31091,13,False,False,ppe,2,2013-04-05,1,False,True
2EBCD1CE4571,73,M,France,Vietnam,Arts,Épargne,21835,11255,25,False,False,vigilance,1,2001-04-08,1,True,True
C975F6F1E0C1,79,F,Syrie,Brésil,Indépendant,Professionnel,35624,28975,21,False,True,suspect,2,2005-04-07,2,True,True
0ABBF02F5D39,55,F,Mexique,Égypte,Technologie,Professionnel,63970,72504,1,False,False,vigilance,1,2025-04-02,2,True,False
48A8479898F9,53,F,Canada,Turquie,Sans emploi,Épargne,13667,21574,23,False,False,ppe,2,2003-04-08,2,False,True
1D4E03DC6AAA,68,F,France,Mexique,Santé,Joint,55583,46156,21,True,False,ppe,2,2005-04-07,1,False,False
826EE5C79E44,63,F,Soudan,Inde,Commerce,Professionnel,39287,9213,22,False,True,suspect,2,2004-04-07,0,False,False
E20FB6A5275A,24,M,Myanmar,Vietnam,Éducation,Professionnel,47400,32103,5,False,True,suspect,2,2021-04-03,4,True,True
C7BBAE948D37,74,F,Yémen,Libye,Immobilier,Courant,45329,30526,12,False,True,suspect,2,2014-04-05,5,False,False
9DDEAC28BBDC,53,F,Iran,Libye,Commerce,Joint,39459,26688,17,True,True,fraudeur,3,2009-04-06,4,False,True
2E65D7F1B1EA,54,M,Brésil,Tunisie,Défense,Épargne,37722,16752,30,False,False,normal,0,1996-04-09,1,False,True
04294BBEB421,53,M,Maroc,Vietnam,Commerce,Courant,38662,41880,25,True,False,ppe,2,2001-04-08,1,False,True
ECE4E52D555C,20,M,France,Tunisie,Agriculture,Épargne,42934,14916,7,True,True,vigilance,1,2019-04-04,5,False,True
203B1BBA27EE,24,F,Soudan,Myanmar,Transport,Courant,31929,40438,17,False,True,suspect,2,2009-04-06,4,False,False
BD06211BE712,45,F,Tunisie,Vietnam,Défense,Professionnel,46320,23053,22,False,False,vigilance,1,2004-04-07,1,False,False
26651B4B1DD7,64,M,Japon,Pays-Bas,Finance,Professionnel,65366,52054,7,False,False,normal,0,2019-04-04,2,False,True
A750C08E9352,56,M,Venezuela,Iran,Santé,Courant,74648,50756,22,False,True,suspect,2,2004-04-07,1,False,True
35935090C0A5,31,M,Suède,Maroc,Indépendant,Joint,20783,17158,22,False,False,vigilance,1,2004-04-07,0,False,True
802AACD9F377,50,F,Pays-Bas,Pays-Bas,Indépendant,Courant,36880,26745,20,False,False,normal,0,2006-04-07,0,False,True
7671AF7D70B8,38,F,Soudan,Inde,Industrie,Joint,44062,36201,6,True,True,fraudeur,3,2020-04-03,3,True,False
D50B7BB25907,46,M,Turquie,Russie,Éducation,Courant,38039,18360,5,False,False,fraudeur,3,2021-04-03,3,False,False
49A40745EF38,24,F,Allemagne,Turquie,Conseil,Professionnel,47424,36750,6,False,False,normal,0,2020-04-03,1,False,False
C9BBE63CBD2A,60,F,Suède,Inde,Sans emploi,Professionnel,10647,6767,6,False,False,normal,0,2020-04-03,0,False,True
E983185FDF37,35,F,Inde,Canada,Conseil,Courant,48252,32763,13,False,False,vigilance,1,2013-04-05,1,False,False
5596E0DF13D6,69,M,Vietnam,Mexique,Retraité,Professionnel,24770,19846,22,False,False,normal,0,2004-04-07,2,False,True
F6174EE6EE98,49,F,Libye,Iran,Technologie,Professionnel,65994,113210,29,False,True,suspect,2,1997-04-09,1,True,False
6669ECF26027,80,M,Japon,Brésil,Sans emploi,Épargne,11691,13979,28,False,False,vigilance,1,1998-04-09,1,False,True
E2C50921F669,57,M,Brésil,Libye,Santé,Joint,62078,41799,1,False,False,suspect,2,2025-04-02,2,True,True
E317340E4822,21,F,Suisse,Mexique,Agriculture,Épargne,26540,0,8,True,False,normal,0,2018-04-04,0,False,True
6EC043ED20C0,25,M,Tunisie,Pays-Bas,Éducation,Joint,42214,20322,24,False,False,vigilance,1,2002-04-08,0,True,True
C4C95ABC985A,54,M,Égypte,Égypte,Défense,Joint,33802,29520,17,False,False,ppe,2,2009-04-06,0,True,True
A7072F588C38,67,F,Égypte,Inde,Retraité,Courant,19228,15144,20,False,False,vigilance,1,2006-04-07,3,True,True
7F63AF8BDA3F,62,M,Pays-Bas,Australie,Agriculture,Joint,22841,17906,12,True,False,ppe,2,2014-04-05,2,False,True
EB6C799FD091,74,F,Turquie,Suède,Conseil,Épargne,39909,6168,13,True,False,ppe,2,2013-04-05,5,False,False
1D09E90DDD40,67,M,Afghanistan,Colombie,Défense,Courant,42186,64561,15,False,True,suspect,2,2011-04-06,2,True,False
4ADC53EF690A,50,M,Libye,Russie,Arts,Épargne,27505,32140,30,False,True,suspect,2,1996-04-09,4,False,False
78B629966D77,44,F,Mexique,Mexique,Retraité,Professionnel,24153,12043,30,False,False,normal,0,1996-04-09,0,False,True
41F8AB4C608F,54,F,Royaume-Uni,Allemagne,Conseil,Épargne,55975,83338,23,True,False,ppe,2,2003-04-08,1,False,True
90F2886A9200,65,F,Suisse,Allemagne,Finance,Professionnel,68080,42078,17,True,False,ppe,2,2009-04-06,0,False,False
D985E99FEAA9,62,M,Australie,Colombie,Industrie,Courant,29222,12020,29,True,True,ppe,2,1997-04-09,3,True,True
5483B758659E,61,F,Égypte,Myanmar,Industrie,Courant,49485,53818,5,False,False,suspect,2,2021-04-03,1,False,False
076064E4167D,65,M,Japon,Colombie,Sans emploi,Professionnel,14390,7155,18,False,True,vigilance,1,2008-04-06,2,False,True
B0A08EF7389F,79,F,Venezuela,Myanmar,Agriculture,Joint,31687,13617,2,False,True,suspect,2,2024-04-02,3,False,False
567539CC1EDA,62,M,Royaume-Uni,Mexique,Indépendant,Épargne,54227,82409,20,False,True,ppe,2,2006-04-07,3,False,False
892B631B2481,45,M,Allemagne,Canada,Industrie,Professionnel,44454,31822,18,True,False,normal,0,2008-04-06,1,False,True
F6676A9513EC,49,F,Afghanistan,Libye,Défense,Professionnel,31317,652,21,True,True,fraudeur,3,2005-04-07,3,False,False
1BF1E49E6D57,50,F,Libye,Corée du Nord,Agriculture,Épargne,31262,22951,6,False,True,fraudeur,3,2020-04-03,6,False,True
232CFF12B864,48,M,Colombie,Pays-Bas,Agriculture,Professionnel,28507,41133,27,False,False,normal,0,1999-04-09,4,False,True
07B22D64F740,35,F,Venezuela,Syrie,Transport,Professionnel,37283,30278,30,True,True,fraudeur,3,1996-04-09,2,False,False
4B20D0BA3559,46,M,Colombie,Tunisie,Éducation,Courant,38877,20972,2,False,False,vigilance,1,2024-04-02,2,False,True
C192B7AE2C3B,31,F,Royaume-Uni,Pays-Bas,Sans emploi,Épargne,13186,14365,21,False,False,normal,0,2005-04-07,2,False,True
7A6A9E0DF86E,68,F,Japon,Allemagne,Sans emploi,Courant,13357,1278,5,True,True,ppe,2,2021-04-03,4,False,True
D16FA3CA086D,76,F,Japon,Mexique,Industrie,Joint,37996,30098,14,False,False,vigilance,1,2012-04-05,3,True,True
0E9D51B62882,68,F,Maroc,Japon,Retraité,Courant,30182,19041,2,True,False,ppe,2,2024-04-02,1,False,True
A6CBB5662402,51,M,Soudan,Libye,Sans emploi,Épargne,13727,18924,1,True,True,fraudeur,3,2025-04-02,3,False,False
0FB5A665C7C3,37,F,Suède,France,Sans emploi,Épargne,8520,3045,29,False,True,normal,0,1997-04-09,0,False,True
DB068306C427,48,M,Syrie,Yémen,Indépendant,Épargne,48068,31285,29,True,True,fraudeur,3,1997-04-09,6,True,False
B2E503ACF928,60,F,Canada,Égypte,Arts,Courant,37414,18693,19,False,True,normal,0,2007-04-07,0,False,True
C4B79B1BA07F,40,M,Tunisie,Pays-Bas,Finance,Professionnel,45166,58943,22,False,False,vigilance,1,2004-04-07,1,False,True
D4FEBA70A09B,63,F,Brésil,Pays-Bas,Finance,Joint,57825,105431,19,True,False,ppe,2,2007-04-07,1,False,False
5C38DBD14A52,56,F,Mexique,Vietnam,Finance,Professionnel,85047,136282,22,True,False,ppe,2,2004-04-07,4,True,True
E1F93C56E9EC,72,M,Suisse,Suisse,Conseil,Courant,54922,72769,5,False,False,normal,0,2021-04-03,0,False,True
6B7083B60CD3,67,F,Afghanistan,Afghanistan,Retraité,Joint,23183,14343,7,False,True,suspect,2,2019-04-04,4,True,True
19DA6D31D5AE,72,M,Afghanistan,Yémen,Industrie,Courant,36545,16283,5,False,True,suspect,2,2021-04-03,1,False,False
951A404DD858,61,M,Turquie,Colombie,Finance,Épargne,71240,18081,15,True,False,ppe,2,2011-04-06,5,False,True
A4ACF37AC559,34,M,Royaume-Uni,Colombie,Immobilier,Professionnel,53944,48801,8,False,False,vigilance,1,2018-04-04,2,False,True
0953D150DDCB,75,F,Tunisie,Colombie,Agriculture,Épargne,41307,58544,21,True,False,ppe,2,2005-04-07,1,False,False
508EC04BA128,42,F,Suisse,Turquie,Défense,Professionnel,49352,4571,8,False,False,normal,0,2018-04-04,2,False,True
EE03CAB58665,32,F,Canada,Australie,Technologie,Épargne,72395,52270,17,False,False,normal,0,2009-04-06,1,False,True
CB8A4E486CE2,64,F,Tunisie,Vietnam,Technologie,Épargne,57694,78244,16,False,False,normal,0,2010-04-06,1,False,True
D31D5AD69163,26,M,Canada,Allemagne,Sans emploi,Épargne,12493,8103,17,False,False,normal,0,2009-04-06,2,False,True
DEDCB1AF723E,74,F,France,Royaume-Uni,Indépendant,Épargne,36941,36479,24,False,False,vigilance,1,2002-04-08,1,False,True
61293B370B5B,68,F,Afghanistan,Myanmar,Retraité,Professionnel,27677,35724,27,False,True,suspect,2,1999-04-09,1,False,True
A1F68DE436AC,24,F,Suède,Suède,Santé,Courant,48998,35206,7,False,False,vigilance,1,2019-04-04,1,False,False
D5F7F7787538,23,M,Pays-Bas,Brésil,Éducation,Joint,34369,32545,22,False,True,vigilance,1,2004-04-07,2,False,True
0D22FF8AE080,42,M,Maroc,Yémen,Immobilier,Professionnel,51897,41226,19,False,False,suspect,2,2007-04-07,0,False,True
E1ACED729AD4,30,M,Yémen,Libye,Santé,Joint,25757,29713,23,False,True,suspect,2,2003-04-08,2,False,True
E9559CC08DD4,45,F,Suède,Égypte,Sans emploi,Joint,12592,10513,19,False,False,vigilance,1,2007-04-07,2,False,True
A3A77578C99F,68,F,Égypte,Égypte,Agriculture,Joint,20624,12134,16,False,False,normal,0,2010-04-06,3,False,True
2DE9F0D0839E,66,F,Canada,Pays-Bas,Technologie,Épargne,63522,16348,24,True,False,ppe,2,2002-04-08,3,False,False
E1D85C73A1AB,46,M,France,Pays-Bas,Finance,Épargne,55450,26388,13,True,False,ppe,2,2013-04-05,3,True,True
21664EEB15F9,64,F,Allemagne,Allemagne,Transport,Épargne,38001,40936,30,False,False,vigilance,1,1996-04-09,0,False,True
163EE2FBEE67,20,M,Syrie,Afghanistan,Arts,Courant,30125,45928,20,False,True,suspect,2,2006-04-07,0,False,False
DF6786DFACAD,67,F,Suisse,Mexique,Transport,Épargne,27495,0,12,False,False,normal,0,2014-04-05,1,False,True
C489B0ED51F8,76,F,Égypte,Japon,Retraité,Épargne,26095,30311,12,False,False,normal,0,2014-04-05,2,True,True
F97F9BADC8B8,22,M,Égypte,Colombie,Agriculture,Professionnel,25735,21347,10,False,False,vigilance,1,2016-04-04,3,False,True
7F37A6EFFA6E,49,F,Afghanistan,Venezuela,Commerce,Courant,33223,34584,25,True,True,fraudeur,3,2001-04-08,2,True,True
19ECAA923BFE,62,F,Myanmar,Colombie,Commerce,Courant,38932,56446,26,False,True,suspect,2,2000-04-08,2,False,True
0A7F93FBC98D,22,F,Tunisie,Tunisie,Agriculture,Professionnel,27837,27964,30,False,False,vigilance,1,1996-04-09,3,False,True
FFCE906FCE96,48,F,Myanmar,Myanmar,Commerce,Épargne,37536,18980,8,True,True,fraudeur,3,2018-04-04,3,False,True
174E7B4A8544,23,M,Corée du Nord,Russie,Sans emploi,Courant,14492,14523,22,False,True,suspect,2,2004-04-07,3,False,True
36720AB3B13E,54,M,Brésil,Égypte,Conseil,Professionnel,34861,30686,9,False,False,suspect,2,2017-04-04,4,True,True
C6406A736141,20,M,Égypte,Inde,Agriculture,Courant,30407,34697,12,False,False,vigilance,1,2014-04-05,0,False,True
7F224E5CFBC2,38,M,Pays-Bas,Égypte,Immobilier,Professionnel,69397,73737,20,False,False,normal,0,2006-04-07,3,False,True
4CA24E78D68B,44,F,Australie,Mexique,Indépendant,Professionnel,37409,22210,25,False,False,vigilance,1,2001-04-08,2,False,True
8A24AD2892E0,69,F,Russie,Myanmar,Commerce,Épargne,53675,20020,18,False,True,suspect,2,2008-04-06,0,True,True
2840BE3AF5E2,52,F,Colombie,Suisse,Indépendant,Courant,43608,39094,11,False,False,normal,0,2015-04-05,4,False,True
DDE6D074D6D1,46,F,Pays-Bas,Turquie,Indépendant,Professionnel,33075,32126,11,False,False,vigilance,1,2015-04-05,2,False,True
B6E24A9B2DD8,65,F,Colombie,Brésil,Sans emploi,Joint,12078,8372,18,True,False,ppe,2,2008-04-06,3,True,True
B201D7A11001,73,F,Suède,Mexique,Finance,Courant,54530,56633,21,True,False,vigilance,1,2005-04-07,4,False,True
6A0E9C9B1257,57,F,Égypte,Royaume-Uni,Industrie,Joint,50536,38042,29,True,False,ppe,2,1997-04-09,1,True,False
DEDEFF22DF91,67,M,Japon,Inde,Indépendant,Courant,52894,41831,3,True,False,ppe,2,2023-04-03,1,False,True
C3D82FD443A1,24,M,Royaume-Uni,Mexique,Industrie,Professionnel,46724,47597,20,False,False,vigilance,1,2006-04-07,0,False,True
5138808C798C,19,F,Canada,Vietnam,Santé,Joint,44347,28192,22,False,False,vigilance,1,2004-04-07,1,False,True
C3DC8FE34F3C,30,F,Russie,Libye,Retraité,Professionnel,27665,36042,20,False,True,fraudeur,3,2006-04-07,6,False,True
E8ABE9DCF467,41,F,Maroc,France,Transport,Courant,26746,34103,9,False,False,normal,0,2017-04-04,1,False,True
46CD77CC4486,78,M,Vietnam,Brésil,Arts,Professionnel,29586,20604,16,False,False,vigilance,1,2010-04-06,2,False,True
23FC61A56F35,33,F,Yémen,Turquie,Finance,Épargne,82886,99879,23,False,True,suspect,2,2003-04-08,1,False,True
E478D90F3878,69,F,Inde,Venezuela,Indépendant,Professionnel,50640,13839,22,False,False,suspect,2,2004-04-07,5,True,True
FBC1E4023A91,53,M,Égypte,Brésil,Indépendant,Épargne,44290,46954,20,True,False,ppe,2,2006-04-07,1,False,True
3895478E8EA5,64,M,Inde,France,Santé,Joint,32951,0,8,False,False,normal,0,2018-04-04,4,False,True
6D07F65E26C5,39,M,Allemagne,Suisse,Technologie,Joint,53576,40920,27,True,False,vigilance,1,1999-04-09,3,False,False
37A9AF0D750C,25,F,Turquie,Maroc,Arts,Joint,30873,21493,23,False,False,suspect,2,2003-04-08,2,True,False
3FDA17A19690,48,F,Australie,Canada,Transport,Courant,41220,24290,22,False,False,normal,0,2004-04-07,2,False,True
F98694507878,74,M,Turquie,Pays-Bas,Santé,Épargne,53672,82401,28,False,False,normal,0,1998-04-09,0,False,True
A6A856A475FB,18,M,Japon,Turquie,Santé,Courant,31147,21226,19,False,False,normal,0,2007-04-07,2,False,True
8BFE1198919B,26,M,Russie,Russie,Santé,Courant,59503,88317,12,True,True,fraudeur,3,2014-04-05,2,True,False
F4A120773A6B,69,M,Russie,Venezuela,Défense,Professionnel,55049,29741,15,False,True,suspect,2,2011-04-06,0,False,True
339F5042A2A3,62,M,Colombie,Colombie,Indépendant,Professionnel,42588,53863,16,True,False,ppe,2,2010-04-06,0,False,False
7E00BDB7CF5C,51,F,Royaume-Uni,Égypte,Finance,Professionnel,69517,87967,15,False,False,vigilance,1,2011-04-06,0,False,True
F4011C273F30,41,F,Venezuela,Russie,Arts,Joint,33461,33475,20,False,True,suspect,2,2006-04-07,3,False,False
72A11DF68895,38,M,Maroc,Pays-Bas,Transport,Courant,30421,2060,21,True,False,normal,0,2005-04-07,4,False,True
F94A8330A7DC,24,F,Australie,Vietnam,Santé,Professionnel,62218,93316,19,True,False,normal,0,2007-04-07,2,False,True
6657AA6CC1F2,54,F,Venezuela,Tunisie,Défense,Courant,45637,21116,27,True,True,fraudeur,3,1999-04-09,7,False,False
7A5833817DA4,21,M,Maroc,Russie,Conseil,Professionnel,46832,12737,20,True,False,suspect,2,2006-04-07,1,False,True
5A0D337A3A4E,30,M,Mexique,Canada,Commerce,Joint,34737,18168,17,False,False,normal,0,2009-04-06,2,False,True
F1DC2E0D37F4,48,F,Inde,Vietnam,Finance,Épargne,70876,21544,26,True,False,ppe,2,2000-04-08,1,False,False
4A4E15F13EDC,72,F,Tunisie,Tunisie,Immobilier,Épargne,55622,44650,14,False,False,vigilance,1,2012-04-05,0,False,False
727F42712827,46,F,Inde,France,Transport,Épargne,32835,16389,1,False,False,normal,0,2025-04-02,3,False,True
FA7FACDD3119,70,M,Iran,Corée du Nord,Indépendant,Joint,40654,43440,27,False,True,suspect,2,1999-04-09,0,True,True
A8A137DFA51A,34,F,Japon,Australie,Arts,Courant,23037,20905,10,False,False,vigilance,1,2016-04-04,2,False,False
5D925A31F194,74,F,Colombie,Maroc,Technologie,Joint,82814,64241,20,True,True,ppe,2,2006-04-07,1,False,True
909BDDA1DD96,73,M,Yémen,Venezuela,Technologie,Joint,51499,10017,28,True,True,suspect,2,1998-04-09,2,False,True
189B11C7E67E,50,M,Tunisie,Mexique,Indépendant,Joint,48484,68485,8,False,False,vigilance,1,2018-04-04,4,True,True
798FFD3E6FEC,39,M,Corée du Nord,Afghanistan,Technologie,Professionnel,54203,46545,16,False,True,suspect,2,2010-04-06,1,False,False
7D070B164708,48,F,Suède,Australie,Agriculture,Épargne,39673,45970,7,False,False,normal,0,2019-04-04,0,False,True
